DomainGroupDROModel{'validation': 0.81861192720058, 'id_test': 0.8156381950450221, 'ood_test': 0.7806784238307624, 'ood_validation': 0.7900939053581293, 'train': 0.8157826962026524}
DomainGroupDROModel{'validation': 0.8259630915588793, 'id_test': 0.8220735615811161, 'ood_test': 0.7968206555096362, 'ood_validation': 0.8040876450009207, 'train': 0.8239668817108572}
DomainGroupDROModel{'validation': 0.8344461826090275, 'id_test': 0.8307091621305387, 'ood_test': 0.8088096894308278, 'ood_validation': 0.8125575400478733, 'train': 0.8329411876925621}
DomainGroupDROModel{'validation': 0.831330204637084, 'id_test': 0.8267538281528208, 'ood_test': 0.8021809403003396, 'ood_validation': 0.809795617749954, 'train': 0.8286519622649908}
DomainGroupDROModel{'validation': 0.8127615195797881, 'id_test': 0.8091010835834562, 'ood_test': 0.7801260280698883, 'ood_validation': 0.7864113422942368, 'train': 0.8099418458613267}
DomainGroupDROModel{'validation': 0.8273748203543312, 'id_test': 0.8237396347357175, 'ood_test': 0.8004828348132084, 'ood_validation': 0.8055606702264776, 'train': 0.8251767040052908}
DomainGroupDROModel{'validation': 0.8211047095781348, 'id_test': 0.817024469654576, 'ood_test': 0.7873071729612504, 'ood_validation': 0.7934082121156325, 'train': 0.8180004387791764}
DomainGroupDROModel{'validation': 0.8453839012044209, 'id_test': 0.8443811364908175, 'ood_test': 0.8147632881869143, 'ood_validation': 0.8153194623457927, 'train': 0.8447453014063191}
DomainGroupDROModel{'validation': 0.8412377427601205, 'id_test': 0.8394592257211172, 'ood_test': 0.8106919268382503, 'ood_validation': 0.8107162585159271, 'train': 0.83952605489827}
DomainGroupDROModel{'validation': 0.8374985691937884, 'id_test': 0.835656509131607, 'ood_test': 0.8087892303285732, 'ood_validation': 0.8123734118946787, 'train': 0.8359013573538436}
DomainGroupDROModel{'validation': 0.8401948440103273, 'id_test': 0.8365594953451697, 'ood_test': 0.8104873358157044, 'ood_validation': 0.8138464371202356, 'train': 0.8378965307829028}
DomainGroupDROModel{'validation': 0.8727420826765417, 'id_test': 0.8733539482615582, 'ood_test': 0.8256898387489898, 'ood_validation': 0.8263613623244179, 'train': 0.8726770320313149}
DomainGroupDROModel{'validation': 0.8727420826765417, 'id_test': 0.8733539482615582, 'ood_test': 0.8256898387489898, 'ood_validation': 0.8263613623244179, 'train': 0.8726770320313149}
DomainGroupDROModel{'validation': 0.8727420826765417, 'id_test': 0.8733539482615582, 'ood_test': 0.8256898387489898, 'ood_validation': 0.8263613623244179, 'train': 0.8726770320313149}
DomainGroupDROModel{'validation': 0.8727420826765417, 'id_test': 0.8733539482615582, 'ood_test': 0.8256898387489898, 'ood_validation': 0.8263613623244179, 'train': 0.8726770320313149}
DomainGroupDROModel{'validation': 0.8745233339386236, 'id_test': 0.8727734948908001, 'ood_test': 0.8258053731343283, 'ood_validation': 0.828748280605227, 'train': 0.8752812802753529}
